PRECINCT_NAME,PRECINCT_ID,REGISTER_VOTERS,BALLOT_CAST,CONTEST_FULL_NAME,CONTEST_ID,CONTEST_SEQ,VOTES_ALLOWED,CANDIDATE_FULL_NAME,CANDIDATE_ID,PARTY_CODE,VOTE_COUNT,REPORTING_FLAG
101,1,1972,311,President Of The United States-Democratic,1001,1,1,JULIÁN CASTRO,1,,1,0
101,1,1972,311,President Of The United States-Democratic,1001,1,1,MICHAEL A. ELLINGER,2,,0,0
101,1,1972,311,President Of The United States-Democratic,1001,1,1,ELIZABETH WARREN,3,,28,0
101,1,1972,311,President Of The United States-Democratic,1001,1,1,MARIANNE WILLIAMSON,4,,2,0
101,1,1972,311,President Of The United States-Democratic,1001,1,1,ANDREW YANG,5,,3,0
101,1,1972,311,President Of The United States-Democratic,1001,1,1,ROQUE "ROCKY" DE LA FUENTE III,6,,0,0
101,1,1972,311,President Of The United States-Democratic,1001,1,1,JOHN K. DELANEY,7,,0,0
101,1,1972,311,President Of The United States-Democratic,1001,1,1,AMY KLOBUCHAR,8,,9,0
101,1,1972,311,President Of The United States-Democratic,1001,1,1,BERNIE SANDERS,9,,111,0
101,1,1972,311,President Of The United States-Democratic,1001,1,1,JOE SESTAK,10,,0,0
101,1,1972,311,President Of The United States-Democratic,1001,1,1,TOM STEYER,11,,12,0
101,1,1972,311,President Of The United States-Democratic,1001,1,1,DEVAL PATRICK,12,,0,0
101,1,1972,311,President Of The United States-Democratic,1001,1,1,MICHAEL BENNET,13,,0,0
101,1,1972,311,President Of The United States-Democratic,1001,1,1,MICHAEL R. BLOOMBERG,14,,23,0
101,1,1972,311,President Of The United States-Democratic,1001,1,1,MOSIE BOYD,15,,1,0
101,1,1972,311,President Of The United States-Democratic,1001,1,1,CORY BOOKER,16,,0,0
101,1,1972,311,President Of The United States-Democratic,1001,1,1,PETE BUTTIGIEG,17,,17,0
101,1,1972,311,President Of The United States-Democratic,1001,1,1,JOSEPH R. BIDEN,18,,79,0
101,1,1972,311,President Of The United States-Democratic,1001,1,1,TULSI GABBARD,19,,5,0
101,1,1972,311,President Of The United States-Democratic,1001,1,1,MARK STEWART GREENSTEIN,20,,0,0
101,1,1972,311,President Of The United States-Democratic,1001,1,1,Write-in,95,,0,0
101,1,1972,593,President Of The United States-Republican,1002,2,1,ROBERT ARDINI,21,,3,0
101,1,1972,593,President Of The United States-Republican,1002,2,1,JOE WALSH,22,,6,0
101,1,1972,593,President Of The United States-Republican,1002,2,1,BILL WELD,23,,8,0
101,1,1972,593,President Of The United States-Republican,1002,2,1,ROQUE "ROCKY" DE LA FUENTE,24,,5,0
101,1,1972,593,President Of The United States-Republican,1002,2,1,MATTHEW JOHN MATERN,25,,0,0
101,1,1972,593,President Of The United States-Republican,1002,2,1,ZOLTAN G. ISTVAN,26,,0,0
101,1,1972,593,President Of The United States-Republican,1002,2,1,DONALD J. TRUMP,27,,551,0
101,1,1972,593,President Of The United States-Republican,1002,2,1,Write-in,98,,0,0
101,1,1972,31,President Of The United States-American Independent,1003,3,1,PHIL COLLINS,28,,2,0
101,1,1972,31,President Of The United States-American Independent,1003,3,1,ROQUE "ROCKY" DE LA FUENTE,29,,2,0
101,1,1972,31,President Of The United States-American Independent,1003,3,1,CHARLES KRAUT,30,,0,0
101,1,1972,31,President Of The United States-American Independent,1003,3,1,J.R. MYERS,31,,0,0
101,1,1972,31,President Of The United States-American Independent,1003,3,1,DON BLAKENSHIP,32,,0,0
101,1,1972,31,President Of The United States-American Independent,1003,3,1,Write-in,96,,0,0
101,1,1972,4,President Of The United States-Green,1004,4,1,DAVID ROLDE,33,,1,0
101,1,1972,4,President Of The United States-Green,1004,4,1,HOWIE HAWKINS,34,,2,0
101,1,1972,4,President Of The United States-Green,1004,4,1,DARIO HUNTER,35,,0,0
101,1,1972,4,President Of The United States-Green,1004,4,1,DENNIS LAMBERT,36,,0,0
101,1,1972,4,President Of The United States-Green,1004,4,1,SEDINAM MOYOWASIFZA-CURRY,37,,0,0
101,1,1972,4,President Of The United States-Green,1004,4,1,Write-in,102,,0,0
101,1,1972,10,President Of The United States-Libertarian,1005,5,1,KEN ARMSTRONG,38,,0,0
101,1,1972,10,President Of The United States-Libertarian,1005,5,1,MAX ABRAMSON,39,,0,0
101,1,1972,10,President Of The United States-Libertarian,1005,5,1,SAM ROBB,40,,0,0
101,1,1972,10,President Of The United States-Libertarian,1005,5,1,KIM RUFF,41,,0,0
101,1,1972,10,President Of The United States-Libertarian,1005,5,1,STEVEN A. RICHEY,42,,0,0
101,1,1972,10,President Of The United States-Libertarian,1005,5,1,JACOB HORNBERGER,43,,3,0
101,1,1972,10,President Of The United States-Libertarian,1005,5,1,SOURAYA FAAS,44,,0,0
101,1,1972,10,President Of The United States-Libertarian,1005,5,1,KEENAN WALLACE DUNHAM,45,,0,0
101,1,1972,10,President Of The United States-Libertarian,1005,5,1,ADAM KOKESH,46,,0,0
101,1,1972,10,President Of The United States-Libertarian,1005,5,1,VERMIN SUPREME,47,,0,0
101,1,1972,10,President Of The United States-Libertarian,1005,5,1,JO JORGENSEN,48,,0,0
101,1,1972,10,President Of The United States-Libertarian,1005,5,1,DAN BEHRMAN,49,,1,0
101,1,1972,10,President Of The United States-Libertarian,1005,5,1,ERIK CHASE GERHARDT,50,,0,0
101,1,1972,10,President Of The United States-Libertarian,1005,5,1,Write-in,107,,0,0
101,1,1972,2,President Of The United States-Peace and Freedom,1006,6,1,HOWIE HAWKINS,51,,1,0
101,1,1972,2,President Of The United States-Peace and Freedom,1006,6,1,GLORIA LA RIVA,52,,1,0
101,1,1972,2,President Of The United States-Peace and Freedom,1006,6,1,Write-in,105,,0,0
